age,sex,education,province,citizenship_status,agegroup
50.8,Female,Trade certificate or diploma,Newfoundland and Labrador,By birth,50 to 65
57.2,Female,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,50 to 65
56.2,Male,Trade certificate or diploma,Alberta,By birth,50 to 65
56,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,50 to 65
53.2,Female,University certificate or diploma below the bachelor's level,Quebec,By birth,50 to 65
64.1,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
35.6,Male,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,35 to 50
62.2,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
65.1,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,65 to 80
23.8,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,21 to 35
27.2,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,21 to 35
29.1,Male,High school diploma or a high school equivalency certificate,Alberta,By birth,21 to 35
48.5,Male,University certificate or diploma below the bachelor's level,Ontario,By naturalization,35 to 50
54.7,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,50 to 65
33.5,Male,University certificate or diploma below the bachelor's level,Ontario,By birth,21 to 35
47.2,Female,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,35 to 50
71.2,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
32.3,Female,"University certificate, diploma or degree above the bach...",Ontario,By birth,21 to 35
80,Male,High school diploma or a high school equivalency certificate,Manitoba,By birth,65 to 80
80,Male,University certificate or diploma below the bachelor's level,Ontario,By birth,65 to 80
20.7,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,21 to 35
60.4,Male,Trade certificate or diploma,British Columbia,By birth,50 to 65
72.9,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
37.7,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,35 to 50
58.3,Male,Less than high school diploma or its equivalent,Nova Scotia,By birth,50 to 65
68.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,65 to 80
66.8,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
57.3,Male,High school diploma or a high school equivalency certificate,New Brunswick,By birth,50 to 65
80,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
64.2,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,50 to 65
70.3,Male,"University certificate, diploma or degree above the bach...",British Columbia,By birth,65 to 80
64.2,Male,Trade certificate or diploma,Manitoba,By birth,50 to 65
40.2,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,35 to 50
68.8,Female,University certificate or diploma below the bachelor's level,Ontario,By birth,65 to 80
60.9,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
34.8,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,21 to 35
45.7,Male,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,35 to 50
77,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,65 to 80
59,Female,High school diploma or a high school equivalency certificate,British Columbia,By birth,50 to 65
80,Female,Less than high school diploma or its equivalent,British Columbia,By birth,65 to 80
50.9,Male,"University certificate, diploma or degree above the bach...",Quebec,By birth,50 to 65
65.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,65 to 80
75.8,Male,Less than high school diploma or its equivalent,Ontario,By birth,65 to 80
52.7,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
35,Male,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,21 to 35
71.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,65 to 80
64.5,Female,Less than high school diploma or its equivalent,Ontario,By birth,50 to 65
44.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,35 to 50
45.5,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,35 to 50
56.5,Male,Trade certificate or diploma,Quebec,By naturalization,50 to 65
38.3,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,35 to 50
60,Female,"University certificate, diploma or degree above the bach...",Ontario,By naturalization,50 to 65
56.3,Female,High school diploma or a high school equivalency certificate,British Columbia,By birth,50 to 65
33.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,21 to 35
63.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By birth,50 to 65
42.1,Female,"College, CEGEP or other non-university certificate or di...",Prince Edward Island,By birth,35 to 50
69.4,Female,"University certificate, diploma or degree above the bach...",British Columbia,By naturalization,65 to 80
60.3,Male,Trade certificate or diploma,Nova Scotia,By birth,50 to 65
36.3,Female,University certificate or diploma below the bachelor's level,Saskatchewan,By birth,35 to 50
27.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Prince Edward Island,By birth,21 to 35
54.7,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By naturalization,50 to 65
59.3,Female,"University certificate, diploma or degree above the bach...",Newfoundland and Labrador,By birth,50 to 65
58.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
55.3,Male,Less than high school diploma or its equivalent,Quebec,By birth,50 to 65
44.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
35.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Newfoundland and Labrador,By birth,35 to 50
30.1,Female,"University certificate, diploma or degree above the bach...",Ontario,By birth,21 to 35
79,Male,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
20.3,Male,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,21 to 35
21.5,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,21 to 35
72.1,Male,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,65 to 80
70.5,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
56.9,Female,University certificate or diploma below the bachelor's level,Manitoba,By birth,50 to 65
35,Male,Less than high school diploma or its equivalent,Ontario,By birth,21 to 35
55.8,Male,Less than high school diploma or its equivalent,Manitoba,By naturalization,50 to 65
57.6,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
62.9,Female,"University certificate, diploma or degree above the bach...",Newfoundland and Labrador,By birth,50 to 65
36.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,35 to 50
69.4,Male,"University certificate, diploma or degree above the bach...",Alberta,By birth,65 to 80
33.2,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By birth,21 to 35
63.4,Female,"University certificate, diploma or degree above the bach...",Quebec,By birth,50 to 65
80,Female,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,65 to 80
26,Male,Trade certificate or diploma,Newfoundland and Labrador,By birth,21 to 35
59.2,Male,"University certificate, diploma or degree above the bach...",Quebec,By birth,50 to 65
49,Female,"University certificate, diploma or degree above the bach...",Ontario,By naturalization,35 to 50
66.6,Female,High school diploma or a high school equivalency certificate,New Brunswick,By birth,65 to 80
71,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,65 to 80
64.8,Male,University certificate or diploma below the bachelor's level,Ontario,By naturalization,50 to 65
32.6,Male,University certificate or diploma below the bachelor's level,New Brunswick,By birth,21 to 35
59.1,Male,Less than high school diploma or its equivalent,Ontario,By birth,50 to 65
80,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By naturalization,65 to 80
71.7,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,65 to 80
40.2,Female,"University certificate, diploma or degree above the bach...",Ontario,By naturalization,35 to 50
42.3,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,35 to 50
19.4,Male,Less than high school diploma or its equivalent,Ontario,By birth,20 or less
62.5,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
76.8,Male,Trade certificate or diploma,Ontario,By birth,65 to 80
45.9,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,35 to 50
48.3,Female,Trade certificate or diploma,Quebec,By birth,35 to 50
58.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
43.8,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,35 to 50
67.9,Male,Trade certificate or diploma,Prince Edward Island,By birth,65 to 80
25.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,21 to 35
53.4,Female,High school diploma or a high school equivalency certificate,Ontario,By naturalization,50 to 65
63.1,Female,"College, CEGEP or other non-university certificate or di...",Nova Scotia,By birth,50 to 65
69.4,Female,"University certificate, diploma or degree above the bach...",Ontario,By birth,65 to 80
27.4,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,21 to 35
67.7,Male,"University certificate, diploma or degree above the bach...",Quebec,By birth,65 to 80
79.3,Female,Less than high school diploma or its equivalent,Ontario,By birth,65 to 80
34.8,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,21 to 35
65.3,Male,Trade certificate or diploma,Quebec,By birth,65 to 80
57.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By naturalization,50 to 65
58,Male,"University certificate, diploma or degree above the bach...",Manitoba,By birth,50 to 65
80,Male,University certificate or diploma below the bachelor's level,Saskatchewan,By birth,65 to 80
59,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,50 to 65
62.4,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
56.7,Female,"University certificate, diploma or degree above the bach...",Alberta,By birth,50 to 65
36.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
29.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By naturalization,21 to 35
38.1,Male,"University certificate, diploma or degree above the bach...",British Columbia,By birth,35 to 50
22.7,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,21 to 35
80,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,65 to 80
27.2,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,21 to 35
70.6,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
18.1,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,20 or less
70.2,Female,"University certificate, diploma or degree above the bach...",New Brunswick,By birth,65 to 80
37.6,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,35 to 50
34.9,Male,"College, CEGEP or other non-university certificate or di...",Manitoba,By birth,21 to 35
48.2,Male,University certificate or diploma below the bachelor's level,Quebec,By birth,35 to 50
62.4,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
70.8,Female,"University certificate, diploma or degree above the bach...",Saskatchewan,By naturalization,65 to 80
57.8,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
34.9,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,21 to 35
53.2,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
53,Male,Trade certificate or diploma,Ontario,By birth,50 to 65
73.5,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,65 to 80
71.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,65 to 80
80,Female,Less than high school diploma or its equivalent,British Columbia,By birth,65 to 80
68.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,65 to 80
54.4,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
33.9,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,21 to 35
30.1,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,21 to 35
36,Female,"College, CEGEP or other non-university certificate or di...",Prince Edward Island,By birth,35 to 50
39.3,Male,High school diploma or a high school equivalency certificate,Newfoundland and Labrador,By birth,35 to 50
52.8,Female,Less than high school diploma or its equivalent,Quebec,By birth,50 to 65
63.1,Female,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,50 to 65
36.2,Male,Less than high school diploma or its equivalent,British Columbia,By birth,35 to 50
73.8,Male,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,65 to 80
71.2,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,65 to 80
42.4,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By birth,35 to 50
68.2,Male,High school diploma or a high school equivalency certificate,Alberta,By birth,65 to 80
74.9,Male,"University certificate, diploma or degree above the bach...",Quebec,By birth,65 to 80
66.5,Male,Trade certificate or diploma,Saskatchewan,By birth,65 to 80
55.7,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
38.8,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,35 to 50
80,Male,Trade certificate or diploma,New Brunswick,By birth,65 to 80
80,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
53.8,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,50 to 65
57.8,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By naturalization,50 to 65
60.2,Male,"College, CEGEP or other non-university certificate or di...",Nova Scotia,By birth,50 to 65
27.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,21 to 35
75,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,65 to 80
58.1,Female,"University certificate, diploma or degree above the bach...",Nova Scotia,By birth,50 to 65
53.1,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,50 to 65
25.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,21 to 35
57.5,Male,"University certificate, diploma or degree above the bach...",New Brunswick,By birth,50 to 65
46.4,Female,Trade certificate or diploma,Ontario,By naturalization,35 to 50
27.8,Male,Trade certificate or diploma,Quebec,By birth,21 to 35
67.8,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
27.7,Female,"College, CEGEP or other non-university certificate or di...",Nova Scotia,By birth,21 to 35
80,Female,Less than high school diploma or its equivalent,New Brunswick,By naturalization,65 to 80
39.6,Female,High school diploma or a high school equivalency certificate,Saskatchewan,By naturalization,35 to 50
24.6,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,21 to 35
63.7,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
23.4,Male,High school diploma or a high school equivalency certificate,New Brunswick,By birth,21 to 35
76.8,Male,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
65.4,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,65 to 80
65.8,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
77.5,Female,High school diploma or a high school equivalency certificate,British Columbia,By birth,65 to 80
42.9,Female,High school diploma or a high school equivalency certificate,New Brunswick,By birth,35 to 50
79.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,65 to 80
33.8,Male,Trade certificate or diploma,Ontario,By birth,21 to 35
44.6,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,35 to 50
59.8,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,50 to 65
37.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
18.3,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,20 or less
64.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
31.5,Female,"College, CEGEP or other non-university certificate or di...",Manitoba,By birth,21 to 35
32.8,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,21 to 35
47.3,Male,Trade certificate or diploma,Quebec,By naturalization,35 to 50
62.6,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
46.2,Female,"College, CEGEP or other non-university certificate or di...",Saskatchewan,By birth,35 to 50
19.7,Male,High school diploma or a high school equivalency certificate,Manitoba,By birth,20 or less
47.3,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,35 to 50
44.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,35 to 50
57.8,Female,High school diploma or a high school equivalency certificate,Manitoba,By birth,50 to 65
72.8,Female,High school diploma or a high school equivalency certificate,Manitoba,By birth,65 to 80
80,Female,"College, CEGEP or other non-university certificate or di...",Manitoba,By birth,65 to 80
56.8,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
77.9,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,65 to 80
25,Female,High school diploma or a high school equivalency certificate,Alberta,By birth,21 to 35
36.3,Female,"University certificate, diploma or degree above the bach...",Newfoundland and Labrador,By birth,35 to 50
58.3,Male,Less than high school diploma or its equivalent,Manitoba,By birth,50 to 65
47.8,Female,High school diploma or a high school equivalency certificate,Newfoundland and Labrador,By birth,35 to 50
80,Female,High school diploma or a high school equivalency certificate,New Brunswick,By birth,65 to 80
36,Female,"University certificate, diploma or degree above the bach...",Saskatchewan,By birth,35 to 50
68.8,Female,Trade certificate or diploma,Quebec,By birth,65 to 80
56.1,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,50 to 65
43.2,Male,"University certificate, diploma or degree above the bach...",Quebec,By birth,35 to 50
60.1,Female,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,50 to 65
26.4,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,21 to 35
80,Female,Less than high school diploma or its equivalent,New Brunswick,By birth,65 to 80
30.8,Female,"University certificate, diploma or degree above the bach...",Prince Edward Island,By birth,21 to 35
61.7,Female,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,50 to 65
28.8,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,21 to 35
29.1,Female,High school diploma or a high school equivalency certificate,New Brunswick,By birth,21 to 35
32.8,Male,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,21 to 35
47.3,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,35 to 50
70,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,65 to 80
63.5,Male,High school diploma or a high school equivalency certificate,New Brunswick,By birth,50 to 65
80,Female,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,65 to 80
47.5,Female,Less than high school diploma or its equivalent,Quebec,By birth,35 to 50
80,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,65 to 80
49.8,Male,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,35 to 50
43.6,Female,"University certificate, diploma or degree above the bach...",Quebec,By birth,35 to 50
40.7,Male,Trade certificate or diploma,Manitoba,By birth,35 to 50
35.7,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,35 to 50
78.5,Male,University certificate or diploma below the bachelor's level,Ontario,By naturalization,65 to 80
49.8,Male,Less than high school diploma or its equivalent,Quebec,By naturalization,35 to 50
29.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,21 to 35
34.6,Male,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,21 to 35
57.7,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
50.6,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,50 to 65
27.8,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,21 to 35
25.6,Female,High school diploma or a high school equivalency certificate,Alberta,By birth,21 to 35
72.9,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,65 to 80
43.5,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,35 to 50
38.4,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,35 to 50
42.1,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,35 to 50
80,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
31.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,21 to 35
45.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
79.8,Male,Less than high school diploma or its equivalent,New Brunswick,By birth,65 to 80
74.9,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
68.8,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
64.4,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By naturalization,50 to 65
72.5,Female,"College, CEGEP or other non-university certificate or di...",Saskatchewan,By birth,65 to 80
49.7,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,35 to 50
30.7,Female,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,21 to 35
74,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,65 to 80
34.3,Female,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,21 to 35
33.3,Male,Trade certificate or diploma,Saskatchewan,By birth,21 to 35
80,Female,Less than high school diploma or its equivalent,Ontario,By birth,65 to 80
52.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,50 to 65
75.3,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
37.7,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,35 to 50
66.1,Female,High school diploma or a high school equivalency certificate,British Columbia,By naturalization,65 to 80
56.9,Female,"University certificate, diploma or degree above the bach...",Quebec,By birth,50 to 65
43,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Nova Scotia,By birth,35 to 50
71.2,Female,"College, CEGEP or other non-university certificate or di...",Prince Edward Island,By birth,65 to 80
55.2,Female,Trade certificate or diploma,Nova Scotia,By birth,50 to 65
55.3,Male,"College, CEGEP or other non-university certificate or di...",Prince Edward Island,By birth,50 to 65
76.8,Female,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,65 to 80
76.3,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,65 to 80
54.8,Male,Less than high school diploma or its equivalent,Manitoba,By birth,50 to 65
62.1,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,50 to 65
35.4,Female,"University certificate, diploma or degree above the bach...",New Brunswick,By birth,35 to 50
48.3,Male,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,35 to 50
49.1,Female,Trade certificate or diploma,Alberta,By birth,35 to 50
64.8,Female,"University certificate, diploma or degree above the bach...",Manitoba,By birth,50 to 65
35.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Nova Scotia,By birth,35 to 50
67.2,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
40.9,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,35 to 50
77.8,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
49.6,Male,Trade certificate or diploma,Quebec,By birth,35 to 50
28.2,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By naturalization,21 to 35
62.3,Female,Less than high school diploma or its equivalent,British Columbia,By birth,50 to 65
55.3,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
56.3,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,50 to 65
43.3,Female,Trade certificate or diploma,Alberta,By naturalization,35 to 50
61.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
80,Male,Less than high school diploma or its equivalent,Alberta,By birth,65 to 80
41.8,Female,University certificate or diploma below the bachelor's level,Quebec,By birth,35 to 50
49.4,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
37.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By naturalization,35 to 50
43.4,Male,Trade certificate or diploma,Ontario,By birth,35 to 50
20.6,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,21 to 35
70.5,Male,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,65 to 80
71.9,Male,"University certificate, diploma or degree above the bach...",British Columbia,By naturalization,65 to 80
40.2,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,35 to 50
70,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By naturalization,65 to 80
79,Male,High school diploma or a high school equivalency certificate,Manitoba,By birth,65 to 80
46.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,35 to 50
31.5,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,21 to 35
37.9,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,35 to 50
21.4,Male,Less than high school diploma or its equivalent,Saskatchewan,By birth,21 to 35
32,Female,High school diploma or a high school equivalency certificate,Manitoba,By birth,21 to 35
80,Female,Less than high school diploma or its equivalent,Alberta,By birth,65 to 80
56.2,Male,Less than high school diploma or its equivalent,New Brunswick,By birth,50 to 65
66.1,Male,University certificate or diploma below the bachelor's level,Quebec,By birth,65 to 80
63.3,Male,Less than high school diploma or its equivalent,Ontario,By naturalization,50 to 65
43.1,Male,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,35 to 50
42.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,35 to 50
57.8,Female,High school diploma or a high school equivalency certificate,Manitoba,By birth,50 to 65
80,Male,Less than high school diploma or its equivalent,British Columbia,By birth,65 to 80
52.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Nova Scotia,By birth,50 to 65
68.8,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
33.3,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,21 to 35
39.4,Male,University certificate or diploma below the bachelor's level,British Columbia,By birth,35 to 50
75.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,65 to 80
51,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,50 to 65
55.6,Female,High school diploma or a high school equivalency certificate,Quebec,By naturalization,50 to 65
64,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
26.8,Female,"College, CEGEP or other non-university certificate or di...",Saskatchewan,By birth,21 to 35
47.9,Female,"University certificate, diploma or degree above the bach...",Quebec,By birth,35 to 50
77.4,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
24.3,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,21 to 35
70.5,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
41.8,Male,Less than high school diploma or its equivalent,Saskatchewan,By birth,35 to 50
80,Female,Less than high school diploma or its equivalent,Ontario,By naturalization,65 to 80
71.8,Male,High school diploma or a high school equivalency certificate,British Columbia,By naturalization,65 to 80
49.1,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,35 to 50
32.8,Male,"University certificate, diploma or degree above the bach...",Newfoundland and Labrador,By birth,21 to 35
41.7,Male,Less than high school diploma or its equivalent,Ontario,By naturalization,35 to 50
53.8,Male,University certificate or diploma below the bachelor's level,Manitoba,By birth,50 to 65
35.5,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,35 to 50
48.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
45.7,Male,Trade certificate or diploma,British Columbia,By birth,35 to 50
